"Plot Title:  20363443"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20363443, SEN S/N: 20363443, LBL: 100)","RH, % (LGR S/N: 20363443, SEN S/N: 20363443, LBL: 100)","Coupler Detached (LGR S/N: 20363443)","Coupler Attached (LGR S/N: 20363443)","Host Connected (LGR S/N: 20363443)","End Of File (LGR S/N: 20363443)"
1,08/08/18 03:00:00 PM,38.952,39.130,Logged,,,
2,08/08/18 03:30:00 PM,39.008,36.322,,,,
3,08/08/18 04:00:00 PM,39.971,33.223,,,,
4,08/08/18 04:30:00 PM,38.924,31.182,,,,
5,08/08/18 05:00:00 PM,37.866,27.385,,,,
6,08/08/18 05:30:00 PM,37.976,31.730,,,,
7,08/08/18 06:00:00 PM,36.606,33.240,,,,
8,08/08/18 06:30:00 PM,34.572,33.439,,,,
9,08/08/18 07:00:00 PM,33.287,34.043,,,,
10,08/08/18 07:30:00 PM,31.612,38.118,,,,
11,08/08/18 08:00:00 PM,31.001,37.855,,,,
12,08/08/18 08:30:00 PM,30.976,37.853,,,,
13,08/08/18 09:00:00 PM,30.849,37.873,,,,
14,08/08/18 09:30:00 PM,30.773,38.101,,,,
15,08/08/18 10:00:00 PM,30.697,38.361,,,,
16,08/08/18 10:30:00 PM,30.343,38.660,,,,
17,08/08/18 11:00:00 PM,28.990,37.687,,,,
18,08/08/18 11:30:00 PM,27.949,36.815,,,,
19,08/09/18 12:00:00 AM,27.112,36.600,,,,
20,08/09/18 12:30:00 AM,26.378,36.394,,,,
21,08/09/18 01:00:00 AM,25.793,36.271,,,,
22,08/09/18 01:30:00 AM,25.963,36.587,,,,
23,08/09/18 02:00:00 AM,25.987,37.552,,,,
24,08/09/18 02:30:00 AM,25.939,38.210,,,,
25,08/09/18 03:00:00 AM,25.963,38.940,,,,
26,08/09/18 03:30:00 AM,25.939,39.532,,,,
27,08/09/18 04:00:00 AM,26.061,39.940,,,,
28,08/09/18 04:30:00 AM,26.109,40.472,,,,
29,08/09/18 05:00:00 AM,26.061,40.861,,,,
30,08/09/18 05:30:00 AM,26.085,41.225,,,,
31,08/09/18 06:00:00 AM,26.061,41.649,,,,
32,08/09/18 06:30:00 AM,25.987,41.903,,,,
33,08/09/18 07:00:00 AM,26.036,42.072,,,,
34,08/09/18 07:30:00 AM,27.382,43.369,,,,
35,08/09/18 08:00:00 AM,28.766,44.904,,,,
36,08/09/18 08:30:00 AM,30.091,41.730,,,,
37,08/09/18 09:00:00 AM,30.596,41.287,,,,
